   5.0000000e-02  -4.8500000e+00   0.0000000e+00
   5.0000000e-02  -4.3394737e+00   0.0000000e+00
   5.0000000e-02  -3.8289474e+00   0.0000000e+00
   5.0000000e-02  -3.3184211e+00   0.0000000e+00
   5.0000000e-02  -2.8078947e+00   0.0000000e+00
   5.0000000e-02  -2.2973684e+00   0.0000000e+00
   5.0000000e-02  -1.7868421e+00   0.0000000e+00
   5.0000000e-02  -1.2763158e+00   0.0000000e+00
   5.0000000e-02  -7.6578947e-01   0.0000000e+00
   5.0000000e-02  -2.5526316e-01   0.0000000e+00
   5.0000000e-02   2.5526316e-01   0.0000000e+00
   5.0000000e-02   7.6578947e-01   0.0000000e+00
   5.0000000e-02   1.2763158e+00   0.0000000e+00
   5.0000000e-02   1.7868421e+00   0.0000000e+00
   5.0000000e-02   2.2973684e+00   0.0000000e+00
   5.0000000e-02   2.8078947e+00   0.0000000e+00
   5.0000000e-02   3.3184211e+00   0.0000000e+00
   5.0000000e-02   3.8289474e+00   0.0000000e+00
   5.0000000e-02   4.3394737e+00   0.0000000e+00
   5.0000000e-02   4.8500000e+00   0.0000000e+00
