   3.4920000e-01  -4.5380000e-01  -1.6000000e+00
   4.0600000e-01   2.3256000e+00  -2.7947000e+00
   2.6520000e-01   8.2170000e-01   5.4900000e-02
   2.0770000e-01   1.4090000e-01   5.9930000e-01
   3.6050000e-01   2.5471000e+00   1.8402000e+00
   4.9010000e-01  -2.8161000e+00  -2.9193000e+00
   2.8300000e-01   2.8564000e+00   1.1312000e+00
   1.5070000e-01  -2.7439000e+00   1.1890000e-01
   2.9970000e-01   1.1900000e-01  -2.3027000e+00
   2.3510000e-01  -2.4979000e+00   3.0699000e+00
   2.8060000e-01   4.1560000e-01   6.3340000e-01
   4.7500000e-01  -3.4679000e+00  -4.1560000e-01
   2.8160000e-01   1.8668000e+00   3.0934000e+00
   2.7560000e-01   2.4410000e+00   1.0914000e+00
   2.6220000e-01   2.9177000e+00  -3.3640000e-01
   1.6310000e-01   3.4088000e+00   2.3779000e+00
   2.1710000e-01   3.5900000e-02   2.2840000e-01
