   5.0000000e-02  -4.8500000e+00   0.0000000e+00
   5.0000000e-02  -4.2033333e+00   0.0000000e+00
   5.0000000e-02  -3.5566667e+00   0.0000000e+00
   5.0000000e-02  -2.9100000e+00   0.0000000e+00
   5.0000000e-02  -2.2633333e+00   0.0000000e+00
   5.0000000e-02  -1.6166667e+00   0.0000000e+00
   5.0000000e-02  -9.7000000e-01   0.0000000e+00
   5.0000000e-02  -3.2333333e-01   0.0000000e+00
   5.0000000e-02   3.2333333e-01   0.0000000e+00
   5.0000000e-02   9.7000000e-01   0.0000000e+00
   5.0000000e-02   1.6166667e+00   0.0000000e+00
   5.0000000e-02   2.2633333e+00   0.0000000e+00
   5.0000000e-02   2.9100000e+00   0.0000000e+00
   5.0000000e-02   3.5566667e+00   0.0000000e+00
   5.0000000e-02   4.2033333e+00   0.0000000e+00
   5.0000000e-02   4.8500000e+00   0.0000000e+00
