   5.0000000e-02  -4.8500000e+00   0.0000000e+00
   5.0000000e-02  -4.5805556e+00   0.0000000e+00
   5.0000000e-02  -4.3111111e+00   0.0000000e+00
   5.0000000e-02  -4.0416667e+00   0.0000000e+00
   5.0000000e-02  -3.7722222e+00   0.0000000e+00
   5.0000000e-02  -3.5027778e+00   0.0000000e+00
   5.0000000e-02  -3.2333333e+00   0.0000000e+00
   5.0000000e-02  -2.9638889e+00   0.0000000e+00
   5.0000000e-02  -2.6944444e+00   0.0000000e+00
   5.0000000e-02  -2.4250000e+00   0.0000000e+00
   5.0000000e-02  -2.1555556e+00   0.0000000e+00
   5.0000000e-02  -1.8861111e+00   0.0000000e+00
   5.0000000e-02  -1.6166667e+00   0.0000000e+00
   5.0000000e-02  -1.3472222e+00   0.0000000e+00
   5.0000000e-02  -1.0777778e+00   0.0000000e+00
   5.0000000e-02  -8.0833333e-01   0.0000000e+00
   5.0000000e-02  -5.3888889e-01   0.0000000e+00
   5.0000000e-02  -2.6944444e-01   0.0000000e+00
   5.0000000e-02   0.0000000e+00   0.0000000e+00
   5.0000000e-02   2.6944444e-01   0.0000000e+00
   5.0000000e-02   5.3888889e-01   0.0000000e+00
   5.0000000e-02   8.0833333e-01   0.0000000e+00
   5.0000000e-02   1.0777778e+00   0.0000000e+00
   5.0000000e-02   1.3472222e+00   0.0000000e+00
   5.0000000e-02   1.6166667e+00   0.0000000e+00
   5.0000000e-02   1.8861111e+00   0.0000000e+00
   5.0000000e-02   2.1555556e+00   0.0000000e+00
   5.0000000e-02   2.4250000e+00   0.0000000e+00
   5.0000000e-02   2.6944444e+00   0.0000000e+00
   5.0000000e-02   2.9638889e+00   0.0000000e+00
   5.0000000e-02   3.2333333e+00   0.0000000e+00
   5.0000000e-02   3.5027778e+00   0.0000000e+00
   5.0000000e-02   3.7722222e+00   0.0000000e+00
   5.0000000e-02   4.0416667e+00   0.0000000e+00
   5.0000000e-02   4.3111111e+00   0.0000000e+00
   5.0000000e-02   4.5805556e+00   0.0000000e+00
   5.0000000e-02   4.8500000e+00   0.0000000e+00
